'volatile acidity',chlorides,'free sulfur dioxide',density,sulphates,alcohol,Cluster,quality
0.31,0.057,25,0.9955,0.45,9.6,cluster2,5
0.25,0.035,32,0.9921,0.47,11.3,cluster4,6
0.24,0.038,38,0.9934,0.55,9.9,cluster5,6
0.26,0.056,48,0.9998,0.4,9.6,cluster2,5
0.61,0.051,25,0.9946,0.6,10.6,cluster0,4
0.22,0.055,50,0.9984,0.39,9.8,cluster2,5
0.31,0.032,10,0.9924,0.47,10.5,cluster1,5
0.2,0.037,31,0.9939,0.51,10.8,cluster1,5
0.18,0.061,25,0.995,0.51,10,cluster5,6
0.34,0.059,23,0.9957,0.49,10.1,cluster5,6
0.3,0.123,35,0.9953,0.48,9.4,cluster2,5
0.18,0.04,43,0.9912,0.59,11.5,cluster3,8
0.21,0.046,29,0.9939,0.5,10.8,cluster5,6
0.27,0.044,19,0.9921,0.43,9.9,cluster5,6
0.2,0.05,28,0.9954,0.43,9,cluster2,4
0.23,0.043,24,0.9933,0.31,9.4,cluster5,6
0.2,0.044,30,0.9941,0.44,10.8,cluster3,7
0.15,0.052,24,0.995,0.45,10.9,cluster3,7
0.4,0.041,33,0.9977,0.38,12,cluster4,6
0.18,0.04,43,0.9912,0.59,11.5,cluster3,8
0.13,0.056,31,0.9945,0.42,10.5,cluster5,6
0.17,0.064,55,0.9952,0.37,9.3,cluster5,6
0.3,0.034,28,0.9924,0.44,11.8,cluster4,6
0.445,0.045,68,0.9986,0.36,10,cluster5,6
0.3,0.123,35,0.9953,0.48,9.4,cluster2,5
0.22,0.036,45,0.9939,0.68,11.4,cluster4,6
0.23,0.031,40,0.9929,0.3,10.4,cluster5,6
0.34,0.055,68,0.9988,0.37,9.5,cluster5,6
0.545,0.031,48,0.9906,0.32,11.9,cluster1,5
0.3,0.041,49,0.9914,0.45,11.1,cluster4,6
0.16,0.057,50,0.9978,0.38,9.6,cluster5,6
0.32,0.042,56,0.9928,0.47,12,cluster4,6
0.22,0.052,15,0.9948,0.42,8.7,cluster2,5
0.16,0.057,50,0.9978,0.38,9.6,cluster5,6
0.15,0.054,19,0.9946,0.44,10,cluster1,5
0.29,0.032,4,0.9908,0.32,11.4,cluster1,4
0.37,0.061,23,0.9954,0.45,9.6,cluster5,6
0.38,0.038,28,0.9906,0.32,12.9,cluster4,6
0.25,0.039,47,0.99705,0.35,9.7,cluster5,6
0.3,0.042,33,0.9982,0.51,9.3,cluster5,6
0.22,0.133,52,0.9932,0.3,9.1,cluster2,5
0.34,0.053,46,0.9977,0.48,8.6,cluster2,5
0.22,0.05,33,0.994,0.42,9.9,cluster2,5
0.3,0.042,33,0.9982,0.51,9.3,cluster5,6
0.27,0.044,20,0.9929,0.42,10.9,cluster1,5
0.17,0.056,45,0.9924,0.43,10.2,cluster5,6
0.18,0.045,44,0.9966,0.57,9.7,cluster5,6
0.16,0.046,40,0.9921,0.51,11.4,cluster3,7
0.255,0.045,53,0.9967,0.54,9.5,cluster5,6
0.23,0.049,43,0.9934,0.54,10.2,cluster3,7
0.16,0.042,33,0.9914,0.43,11.1,cluster4,6
0.25,0.039,47,0.99705,0.35,9.7,cluster5,6
0.27,0.053,54,0.9961,0.43,9.3,cluster2,5
0.29,0.056,56,0.9967,0.44,8.8,cluster2,5
0.21,0.038,12,0.9926,0.46,10.6,cluster1,5
0.62,0.046,81,0.99605,0.44,9.3,cluster0,5
0.28,0.042,67,0.99435,0.35,10.2,cluster5,6
0.3,0.044,31,0.9948,0.51,10.2,cluster5,6
0.17,0.037,20,0.9916,0.42,11,cluster3,7
0.21,0.037,18,0.997,0.5,9.6,cluster5,6
0.27,0.053,54,0.9961,0.43,9.3,cluster2,5
0.29,0.056,56,0.9967,0.44,8.8,cluster2,5
0.32,0.054,56,0.9961,0.45,8.8,cluster2,5
0.32,0.051,50,0.9955,0.69,8.9,cluster2,5
0.37,0.048,58,0.9922,0.38,10,cluster2,5
0.43,0.046,33,0.9918,0.56,12.2,cluster3,7
0.39,0.059,33,0.9955,0.42,10.9,cluster4,6
0.18,0.041,40,0.9941,0.72,9.5,cluster5,6
0.4,0.059,32,0.9955,0.43,10.9,cluster4,6
0.39,0.059,33,0.9955,0.42,10.9,cluster4,6
0.19,0.054,33,0.9924,0.4,10.8,cluster4,6
0.49,0.03,28,0.9973,0.4,12,cluster4,6
0.25,0.069,42,0.999,0.47,9.8,cluster2,5
0.18,0.041,40,0.9941,0.72,9.5,cluster5,6
0.15,0.034,43,0.9922,0.69,11,cluster3,8
0.15,0.034,43,0.9922,0.69,11,cluster3,8
0.17,0.052,47,0.9953,0.38,9.8,cluster2,5
0.32,0.051,13,0.9945,0.44,10.5,cluster1,4
0.21,0.034,73,0.9945,0.37,11.4,cluster4,6
0.45,0.067,17,0.9957,0.57,10.1,cluster5,6
0.24,0.038,54,0.9932,0.46,11.6,cluster3,7
0.21,0.034,73,0.9945,0.37,11.4,cluster4,6
0.33,0.04,29,0.9913,0.52,11.8,cluster3,7
0.26,0.033,50,0.9909,0.43,12.1,cluster3,7
0.36,0.035,37,0.9939,0.34,12,cluster1,5
0.2,0.026,26,0.991,0.74,12.1,cluster3,7
0.16,0.042,26,0.9954,0.46,9.1,cluster2,5
0.33,0.054,25,0.9943,0.5,9.3,cluster2,5
0.22,0.056,21,0.993,0.53,10.4,cluster5,6
0.35,0.062,42,1.0002,0.64,9.1,cluster2,5
0.37,0.064,23,0.9946,0.54,9.4,cluster2,5
0.37,0.061,22,0.9953,0.47,9.6,cluster5,6
0.37,0.037,27,0.9918,0.62,12,cluster1,5
0.25,0.039,37,0.9936,0.34,11.3,cluster1,8
0.23,0.073,56,0.9984,0.41,8.7,cluster5,6
0.26,0.04,35,0.9956,0.58,9.9,cluster5,6
0.3,0.049,57,0.9966,0.4,9.3,cluster5,6
0.16,0.042,14,0.9942,0.32,9.5,cluster2,5
0.23,0.073,56,0.9984,0.41,8.7,cluster5,6
0.26,0.04,35,0.9956,0.58,9.9,cluster5,6
0.3,0.049,57,0.9966,0.4,9.3,cluster5,6
0.33,0.065,29,0.9974,0.39,9.4,cluster2,5
0.38,0.046,9,0.9944,0.41,9.4,cluster2,5
0.2,0.053,60,1.0008,0.79,8.8,cluster5,6
0.33,0.065,29,0.9974,0.39,9.4,cluster2,5
0.2,0.053,60,1.0008,0.79,8.8,cluster5,6
0.36,0.049,39,0.9928,0.41,9.9,cluster5,6
0.38,0.046,9,0.9944,0.41,9.4,cluster2,5
0.46,0.042,24,0.9908,0.37,12.6,cluster4,6
0.15,0.038,18,0.9917,0.43,11.1,cluster4,6
0.42,0.03,31,0.9911,0.32,12.8,cluster3,7
0.3,0.038,10,0.9912,0.53,12,cluster4,6
0.27,0.029,34,0.9953,0.5,12,cluster3,7
0.5,0.034,46,0.9932,0.34,9.2,cluster0,4
0.26,0.032,27,0.9896,0.44,12.3,cluster4,6
0.33,0.032,38,0.9889,0.41,13,cluster4,6
0.3,0.038,10,0.9912,0.53,12,cluster4,6
0.29,0.035,23,0.9926,0.38,10.9,cluster1,5
0.42,0.03,31,0.9911,0.32,12.8,cluster3,7
0.19,0.054,34,0.9964,0.54,10,cluster5,6
0.32,0.033,35,0.9974,0.32,9,cluster2,5
0.32,0.034,13,0.9944,0.6,10.4,cluster1,5
0.32,0.033,35,0.9974,0.32,9,cluster2,5
0.19,0.054,34,0.9964,0.54,10,cluster5,6
0.17,0.051,35,0.9963,0.54,10,cluster5,6
0.44,0.031,41,0.9948,0.43,11.3,cluster3,7
0.44,0.031,41,0.9948,0.43,11.3,cluster3,7
0.49,0.03,34,0.9953,0.51,12,cluster3,7
0.44,0.031,41,0.9948,0.43,11.3,cluster3,7
0.49,0.03,34,0.9953,0.51,12,cluster3,7
0.21,0.044,43,0.9949,0.41,10.6,cluster5,6
0.55,0.211,37,0.9988,0.56,9.3,cluster0,5
0.19,0.123,27,0.9954,0.54,9.4,cluster5,6
0.24,0.037,37,0.992,0.64,11,cluster3,7
0.34,0.052,53,0.9984,0.55,9.3,cluster5,6
0.19,0.123,27,0.9954,0.54,9.4,cluster5,6
0.18,0.054,24,0.9926,0.51,10.5,cluster1,5
0.24,0.037,37,0.992,0.64,11,cluster3,7
0.18,0.039,96,0.9976,0.52,9.5,cluster5,6
0.28,0.059,32,0.9972,0.77,11.2,cluster4,6
0.34,0.029,21,0.991,0.62,12.3,cluster4,6
0.44,0.049,44,0.998,0.44,9,cluster0,5
0.26,0.041,62,0.9966,0.38,9,cluster2,5
0.44,0.049,44,0.998,0.44,9,cluster0,5
0.49,0.052,34,1.0007,0.82,9,cluster0,5
0.24,0.042,48,0.992,0.42,11.4,cluster4,6
0.25,0.046,50,0.9925,0.42,11,cluster3,7
0.34,0.029,21,0.991,0.62,12.3,cluster4,6
0.18,0.049,36,0.9934,0.67,10.4,cluster3,7
0.27,0.058,16,0.9955,0.59,10.3,cluster1,5
0.24,0.048,44,0.9944,0.55,10.5,cluster3,7
0.22,0.053,83,0.9981,0.45,9.8,cluster5,6
0.91,0.056,34,0.9968,0.46,10,cluster0,4
0.34,0.056,13,0.9946,0.47,9.7,cluster2,5
0.33,0.056,14,0.9946,0.47,9.7,cluster2,5
0.22,0.053,83,0.9981,0.45,9.8,cluster5,6
0.18,0.046,57,0.9946,0.66,10.5,cluster5,6
0.2,0.054,78,0.997,0.46,10,cluster5,6
0.13,0.054,22,0.9924,0.92,11.5,cluster3,7
0.28,0.049,57,0.9958,0.39,9.5,cluster2,5
0.25,0.042,25,0.994,0.61,10.5,cluster5,6
0.36,0.255,28,0.9958,0.43,10.2,cluster5,6
0.27,0.05,45,0.9984,0.5,9.8,cluster5,6
0.37,0.031,34,0.9948,0.37,11.6,cluster4,6
0.21,0.031,41,0.9932,0.38,11.8,cluster3,7
0.18,0.035,41,0.9952,0.37,10.1,cluster3,7
0.19,0.049,35,0.9924,0.5,10.3,cluster5,6
0.21,0.048,38,0.9945,0.49,10.4,cluster5,6
0.33,0.047,26,0.9976,0.46,8.9,cluster2,5
0.33,0.047,26,0.9976,0.46,8.9,cluster2,5
0.29,0.034,37,0.9938,0.31,10.8,cluster1,5
0.31,0.058,16,0.9997,0.6,9.2,cluster2,5
0.19,0.053,48,0.994,0.49,9.6,cluster5,6
0.2,0.032,21,0.9921,0.37,10.4,cluster5,6
0.25,0.043,41,0.9986,0.57,8.7,cluster5,6
0.2,0.043,14,0.9987,0.36,9.2,cluster5,6
0.3,0.045,45,0.9991,0.63,9.2,cluster2,5
0.2,0.043,14,0.9987,0.36,9.2,cluster5,6
0.3,0.045,45,0.9991,0.63,9.2,cluster2,5
0.3,0.045,45,0.9991,0.63,9.2,cluster2,5
0.22,0.029,34,0.9948,0.39,10.2,cluster1,5
0.2,0.043,14,0.9987,0.36,9.2,cluster5,6
0.53,0.036,39,0.993,0.32,9,cluster0,5
0.24,0.05,41,0.9988,0.43,9.7,cluster2,5
0.24,0.049,50,1,0.42,9.6,cluster2,5
0.15,0.036,24,0.9932,0.76,10,cluster2,5
0.3,0.045,45,0.9991,0.63,9.2,cluster2,5
0.33,0.045,44,0.9989,0.64,9.1,cluster2,5
0.24,0.046,40,1,0.41,8.7,cluster2,5
0.24,0.046,40,1,0.41,8.7,cluster2,5
0.35,0.056,31,0.9952,0.44,9.5,cluster2,5
0.26,0.039,73,0.9969,0.49,9.5,cluster5,6
0.29,0.037,53,0.9966,0.41,8.9,cluster5,6
0.29,0.037,53,0.9966,0.41,8.9,cluster5,6
0.31,0.053,15,0.9976,0.64,9.9,cluster5,6
0.44,0.03,41,0.99,0.62,12.6,cluster3,7
0.23,0.033,45,0.9988,0.43,9.7,cluster5,6
0.21,0.039,14,0.9942,0.34,10.4,cluster1,5
0.23,0.04,26,0.9984,0.49,9.1,cluster5,6
0.34,0.04,25,0.9932,0.55,10.4,cluster1,5
0.26,0.039,73,0.9969,0.49,9.5,cluster5,6
0.29,0.037,53,0.9966,0.41,8.9,cluster5,6
0.28,0.037,16,0.9933,0.69,10.6,cluster1,5
0.37,0.029,64,0.9916,0.59,12,cluster3,7
0.36,0.038,26,0.9914,0.59,12.5,cluster3,7
0.13,0.062,40,0.9966,0.39,9.6,cluster2,5
0.25,0.045,54,0.9958,0.42,9.2,cluster2,5
0.18,0.041,20,0.9926,0.74,9.9,cluster5,6
0.3,0.036,20,0.9939,0.46,11.7,cluster4,6
0.23,0.049,21,0.9953,0.5,9.6,cluster5,6
0.43,0.033,27,0.9906,0.37,12,cluster4,6
0.36,0.038,26,0.9914,0.59,12.5,cluster3,7
0.25,0.045,54,0.9958,0.42,9.2,cluster2,5
0.18,0.041,20,0.9926,0.74,9.9,cluster5,6
0.35,0.044,54,0.9991,0.58,8.9,cluster5,6
0.22,0.049,56,0.9994,0.66,9,cluster5,6
0.26,0.052,52.5,0.9976,0.49,10.2,cluster3,7
0.13,0.062,40,0.9966,0.39,9.6,cluster2,5
0.12,0.055,27,0.9953,0.41,9.4,cluster2,5
0.37,0.028,10,0.9923,0.48,10.4,cluster1,5
0.26,0.032,6,0.993,0.4,10.4,cluster1,4
0.2,0.204,15,0.9931,0.43,10,cluster5,6
0.22,0.208,14,0.9932,0.43,10,cluster5,6
0.25,0.052,46,0.9926,0.41,10.5,cluster1,5
0.27,0.047,47,0.9938,0.39,11.4,cluster4,6
0.34,0.036,46,0.9966,0.4,10.2,cluster1,5
0.27,0.043,49,0.9974,0.41,10.4,cluster5,6
0.49,0.047,146.5,0.9924,0.37,11,cluster1,3
0.71,0.042,15,0.9948,0.34,10.1,cluster5,6
0.47,0.083,27,0.9964,0.35,9.2,cluster0,5
0.28,0.04,25,0.9924,0.66,10.3,cluster5,6
0.34,0.036,46,0.9966,0.4,10.2,cluster1,5
0.27,0.043,49,0.9974,0.41,10.4,cluster5,6
0.13,0.08,34,0.9938,0.39,11.1,cluster3,7
0.16,0.031,27,0.9928,0.34,9.9,cluster1,5
0.31,0.052,35,0.9959,0.38,9,cluster2,5
0.36,0.052,35,1.0001,0.64,8.6,cluster2,5
0.31,0.052,35,0.9959,0.38,9,cluster2,5
0.36,0.052,35,1.0001,0.64,8.6,cluster2,5
0.25,0.041,48,0.9968,0.52,9.5,cluster2,5
0.45,0.051,61,0.9932,0.4,9,cluster0,5
0.26,0.049,39,0.9954,0.58,10,cluster5,6
0.22,0.066,57,0.9992,0.43,9,cluster5,6
0.45,0.051,61,0.9932,0.4,9,cluster0,5
0.19,0.046,37,0.9939,0.57,10.2,cluster3,7
0.31,0.054,29,0.9952,0.44,9.6,cluster2,5
0.25,0.036,49,0.9996,0.46,9.7,cluster2,5
1.005,0.046,34,0.9966,0.49,10.2,cluster0,4
0.31,0.028,29,0.9925,0.34,13,cluster3,7
0.24,0.044,49,0.996,0.74,10.8,cluster5,6
0.25,0.036,49,0.9996,0.46,9.7,cluster2,5
0.29,0.063,66,0.9973,0.57,9,cluster2,5
0.15,0.027,16,0.9937,0.4,9.9,cluster1,5
0.12,0.058,22,0.9966,0.38,9.2,cluster5,6
0.32,0.056,53,1.0017,0.58,8.7,cluster5,6
0.17,0.024,13,0.993,0.37,10.1,cluster1,5
0.17,0.024,13,0.993,0.37,10.1,cluster1,5
0.21,0.039,21,0.9959,0.64,9.5,cluster2,5
0.21,0.041,11,0.9958,0.57,9.9,cluster2,5
0.32,0.056,53,1.0017,0.58,8.7,cluster5,6
0.31,0.046,50,0.9958,0.46,9,cluster2,5
0.27,0.076,50,0.9979,0.38,8.6,cluster5,6
0.21,0.047,13,0.9941,0.35,10.5,cluster5,6
0.23,0.044,53,0.997,0.56,9.5,cluster3,7
0.2,0.047,41,0.9934,0.53,10.1,cluster5,6
0.41,0.03,49,0.9927,0.79,11.7,cluster3,7
0.49,0.036,32,0.9944,0.47,10.7,cluster4,6
0.41,0.03,49,0.9927,0.79,11.7,cluster3,7
0.2,0.086,37,0.9963,0.42,9.2,cluster2,5
0.26,0.084,33,1.0011,0.39,8.8,cluster2,5
0.26,0.084,33,1.0011,0.39,8.8,cluster2,5
0.27,0.048,76,0.9959,0.43,9.5,cluster5,6
0.28,0.057,35,0.9973,0.55,10.2,cluster2,5
0.2,0.048,30,0.9966,0.5,9.1,cluster5,6
0.33,0.044,23,0.9932,0.54,10.5,cluster5,6
0.38,0.042,57,0.9984,0.46,9,cluster5,6
0.2,0.056,53,0.999,0.46,8.9,cluster2,8
0.2,0.056,53,0.999,0.46,8.9,cluster2,8
0.2,0.056,53,0.999,0.46,8.9,cluster2,8
0.2,0.056,53,0.999,0.46,8.9,cluster2,8
0.2,0.056,53,0.999,0.46,8.9,cluster2,8
0.19,0.049,48,1.0006,0.62,9.1,cluster5,6
0.16,0.047,27,0.9937,0.53,10.1,cluster5,6
0.22,0.043,57,0.9954,0.55,10,cluster2,5
0.22,0.043,63,0.997,0.53,9.5,cluster5,6
0.33,0.034,30,0.9912,0.31,12.3,cluster3,7
0.43,0.054,5,0.9939,0.52,9.1,cluster0,4
0.2,0.056,53,0.999,0.46,8.9,cluster2,8
0.12,0.057,17,0.9957,0.44,9.6,cluster2,5
0.3,0.053,33,0.9926,0.45,11.6,cluster4,6
0.28,0.043,47,0.9994,0.67,8.8,cluster5,6
0.2,0.055,51,1.0004,0.82,8.9,cluster5,6
0.28,0.043,47,0.9994,0.67,8.8,cluster5,6
0.2,0.055,51,1.0004,0.82,8.9,cluster5,6
0.2,0.055,51,1.0004,0.82,8.9,cluster5,6
0.18,0.055,32,1.0002,0.46,9,cluster5,6
0.31,0.04,56,0.9922,0.46,10,cluster2,5
0.31,0.038,58,0.9922,0.46,10,cluster2,5
0.17,0.047,43,0.9934,0.69,11.1,cluster4,6
0.3,0.053,33,0.9926,0.45,11.6,cluster4,6
0.26,0.043,58,0.9941,0.68,10.6,cluster5,6
0.28,0.043,47,0.9994,0.67,8.8,cluster5,6
0.2,0.055,51,1.0004,0.82,8.9,cluster5,6
0.18,0.038,16,0.9924,0.58,10.1,cluster5,6
0.15,0.043,21,0.9948,0.47,10,cluster2,5
0.4,0.034,27,0.9935,0.41,12.2,cluster3,7
0.25,0.035,20,0.9918,0.53,11,cluster4,6
0.15,0.043,21,0.9948,0.47,10,cluster2,5
0.18,0.064,37,0.9924,0.45,11.1,cluster1,5
0.32,0.046,38,0.9979,0.67,10.4,cluster5,6
0.55,0.026,14,0.993,0.36,11.8,cluster1,5
0.19,0.028,22,0.994,0.66,10.8,cluster5,6
0.41,0.023,28,0.991,0.38,12.5,cluster3,7
0.55,0.026,14,0.993,0.36,11.8,cluster1,5
0.2,0.049,12,0.9922,0.46,11.6,cluster3,7
0.32,0.046,38,0.9979,0.67,10.4,cluster5,6
0.26,0.05,36,0.9937,0.7,11.5,cluster4,6
0.21,0.051,46,0.9928,0.42,10.1,cluster5,6
0.34,0.04,45,0.9965,0.53,9.2,cluster5,6
0.21,0.051,46,0.9928,0.42,10.1,cluster5,6
0.43,0.168,29,0.9991,0.64,9.2,cluster0,5
0.3,0.16,44,0.9948,0.42,8.9,cluster2,5
0.26,0.179,5,0.9925,0.54,10.1,cluster0,5
0.32,0.046,51,0.9958,0.45,8.9,cluster2,5
0.21,0.037,33,0.9962,0.45,9.7,cluster5,6
0.34,0.04,45,0.9965,0.53,9.2,cluster5,6
0.42,0.034,22,0.9951,0.52,11,cluster4,6
0.29,0.042,32,0.9944,0.47,10.7,cluster1,5
0.25,0.024,29,0.9916,0.54,10.8,cluster4,6
0.23,0.049,50,0.9987,0.4,9.8,cluster2,5
0.35,0.038,11,0.9928,0.48,11,cluster1,5
0.2,0.018,18,0.9926,0.35,10.4,cluster1,5
0.27,0.046,20,0.9934,0.41,10.2,cluster5,6
0.29,0.042,32,0.9944,0.47,10.7,cluster1,5
0.14,0.029,22,0.9949,0.44,9,cluster2,5
0.24,0.042,11,0.9926,0.38,10.6,cluster1,5
0.3,0.032,56,0.997,0.59,9.5,cluster5,6
0.14,0.029,22,0.9949,0.44,9,cluster2,5
0.13,0.028,22,0.9948,0.45,9.2,cluster5,6
0.18,0.03,30,0.992,0.53,11,cluster4,6
0.385,0.034,22,0.9964,0.63,9.9,cluster5,6
0.24,0.042,11,0.9926,0.38,10.6,cluster1,5
0.33,0.046,22,0.9982,0.47,9.3,cluster2,5
0.34,0.052,28,0.9955,0.41,9.6,cluster2,5
0.33,0.05,29,0.9955,0.42,9.5,cluster2,5
0.28,0.031,32,0.9958,0.57,9.7,cluster3,7
0.23,0.034,15,0.9997,0.55,9.7,cluster5,3
0.21,0.042,41,1.0001,0.36,8.7,cluster2,5
0.21,0.042,41,1.0001,0.36,8.7,cluster2,5
0.485,0.026,19,0.9918,0.38,12.4,cluster1,5
0.485,0.026,19,0.9918,0.38,12.4,cluster1,5
0.29,0.029,27,0.9931,0.26,10.6,cluster4,6
0.21,0.042,41,1.0001,0.36,8.7,cluster2,5
0.31,0.031,20,0.9926,0.82,12,cluster3,7
0.29,0.044,45,0.9966,0.47,9,cluster2,5
0.46,0.04,31,0.9932,0.47,8.8,cluster0,5
0.28,0.04,58,0.9969,0.56,9.5,cluster2,5
0.23,0.036,23,0.9925,0.4,10.8,cluster4,6
0.17,0.047,34,0.9914,0.48,11.4,cluster1,5
0.18,0.049,38,0.996,0.46,10.3,cluster1,5
0.22,0.042,51,0.9952,0.75,9.5,cluster5,6
0.27,0.05,21,0.9934,0.44,9.9,cluster2,5
0.28,0.051,25,0.9939,0.39,10.2,cluster1,5
0.29,0.051,26,0.9939,0.39,10.2,cluster1,5
0.32,0.029,26,0.9906,0.37,11,cluster4,6
0.33,0.03,25,0.9901,0.34,12.1,cluster3,7
0.34,0.057,25,0.9948,0.51,9.1,cluster5,6
0.19,0.04,31,0.995,0.68,9.5,cluster5,6
0.23,0.043,43,0.9953,0.76,9.5,cluster2,5
0.27,0.045,57,0.9953,0.79,9.8,cluster2,5
0.22,0.042,51,0.9952,0.75,9.5,cluster5,6
0.18,0.049,38,0.996,0.46,10.3,cluster1,5
0.36,0.039,10,0.9948,0.67,9.6,cluster2,5
0.22,0.055,39,0.9951,0.54,10.2,cluster5,6
0.17,0.042,25,0.9931,0.72,10.5,cluster5,6
0.45,0.044,17,0.9962,0.41,10.4,cluster0,4
0.36,0.039,10,0.9948,0.67,9.6,cluster2,5
0.42,0.046,18,0.9959,0.33,10.7,cluster1,5
0.33,0.036,25,0.9962,0.34,10.5,cluster5,6
0.3,0.029,14,0.9958,0.42,10.6,cluster1,5
0.17,0.053,47,0.9948,0.76,9.6,cluster5,6
0.17,0.053,47,0.9948,0.76,9.6,cluster5,6
0.17,0.05,17,0.994,0.58,9.5,cluster2,5
0.17,0.049,48,0.9942,0.58,9.4,cluster5,6
0.15,0.046,29,0.9942,0.38,9.8,cluster5,6
0.17,0.053,47,0.9948,0.76,9.6,cluster5,6
0.25,0.044,51,0.9964,0.44,9.2,cluster2,5
0.24,0.045,53,0.9958,0.38,9.5,cluster2,5
0.76,0.043,27,0.9932,0.38,9.2,cluster0,5
0.22,0.052,22,0.9986,0.35,9.4,cluster2,5
0.22,0.052,22,0.9986,0.35,9.4,cluster2,5
0.28,0.048,33,0.9988,0.46,9.3,cluster2,5
0.32,0.05,5,0.9953,0.4,9.1,cluster2,5
0.24,0.046,31,0.9983,0.4,9.5,cluster2,5
0.18,0.056,72,1,0.35,9.1,cluster5,6
0.16,0.043,43,0.9951,0.46,10.6,cluster1,5
0.24,0.046,31,0.9983,0.4,9.5,cluster2,5
0.28,0.042,16,0.9906,0.56,12.4,cluster4,6
0.34,0.047,28,0.9981,0.49,8.7,cluster2,5
0.27,0.056,35,0.9936,0.45,8.8,cluster2,5
0.16,0.043,43,0.9951,0.46,10.6,cluster1,5
0.32,0.05,5,0.9953,0.4,9.1,cluster2,5
0.24,0.057,40,1.0005,0.66,9,cluster2,5
0.24,0.048,46,0.9972,0.48,10.3,cluster5,6
0.18,0.056,72,1,0.35,9.1,cluster5,6
0.23,0.038,59,0.9969,0.55,9.5,cluster5,6
0.22,0.05,44,1.0001,0.37,8.8,cluster2,5
0.22,0.05,44,1.0001,0.37,8.8,cluster2,5
0.22,0.05,44,1.0001,0.37,8.8,cluster2,5
0.33,0.05,20,0.9934,0.62,9.9,cluster2,5
0.23,0.038,59,0.9969,0.55,9.5,cluster5,6
0.22,0.05,44,1.0001,0.37,8.8,cluster2,5
0.2,0.034,19,0.9902,0.37,11.7,cluster4,4
0.26,0.04,26,0.993,0.56,10.8,cluster1,5
0.2,0.041,18,0.9914,0.42,12,cluster4,6
0.16,0.033,14,0.9941,0.39,10.3,cluster1,4
0.25,0.076,47,0.9967,0.38,9,cluster2,5
0.39,0.035,36,0.9918,0.58,12.2,cluster3,7
0.26,0.051,59,0.998,0.38,9.9,cluster2,5
0.25,0.076,47,0.9967,0.38,9,cluster2,5
0.39,0.035,36,0.9918,0.58,12.2,cluster3,7
0.28,0.048,42,0.9957,0.46,10.1,cluster2,5
0.43,0.056,23,0.9986,0.55,9.3,cluster0,5
0.33,0.062,50.5,0.9958,0.7,9.5,cluster2,5
0.5,0.054,36,0.9948,0.5,9.2,cluster5,6
0.28,0.036,15,0.9918,0.72,11.7,cluster1,5
0.35,0.04,21,0.9923,0.38,11,cluster1,5
0.22,0.056,49,0.9998,0.38,9.6,cluster5,6
0.22,0.056,49,0.9998,0.38,9.6,cluster5,6
0.24,0.03,22,0.9914,0.68,11.9,cluster4,6
0.26,0.041,38,0.9939,0.52,10.8,cluster5,6
0.16,0.054,41,0.9966,0.55,10.1,cluster2,5
0.18,0.058,31,0.995,0.52,10.9,cluster5,6
0.16,0.054,41,0.9966,0.55,10.1,cluster2,5
0.24,0.06,19,0.994,0.31,10.4,cluster1,5
0.33,0.056,12,0.9972,0.39,9.2,cluster2,5
0.28,0.056,31,0.9998,0.5,9.6,cluster2,5
0.28,0.056,31,0.9998,0.5,9.6,cluster2,5
0.26,0.047,64,0.9982,0.46,9,cluster2,5
0.14,0.037,18,0.9924,0.74,11.5,cluster3,7
0.21,0.053,53,0.9972,0.48,10.2,cluster5,6
0.2,0.054,49,0.997,0.42,9.9,cluster5,6
0.115,0.056,26,0.9954,0.4,9.6,cluster5,6
0.29,0.04,20,0.9962,0.54,10.6,cluster1,5
0.33,0.056,12,0.9972,0.39,9.2,cluster2,5
0.24,0.038,31,0.9921,0.46,11.8,cluster4,6
0.24,0.035,36,0.9905,0.43,12.2,cluster4,6
0.28,0.056,31,0.9998,0.5,9.6,cluster2,5
0.22,0.052,15,0.993,0.41,10.6,cluster5,6
0.18,0.054,23,0.9941,0.45,10.3,cluster5,6
0.93,0.052,34,0.9994,0.59,10.2,cluster0,4
0.29,0.035,33,0.9962,0.46,10.7,cluster1,5
0.28,0.038,9,0.992,0.31,11.7,cluster4,4
0.25,0.031,31,0.9922,0.33,12,cluster4,6
0.18,0.048,26,0.994,0.66,10.6,cluster5,6
0.24,0.031,6,0.9897,0.34,12.2,cluster4,4
0.33,0.04,29,0.9954,0.48,11,cluster4,6
0.37,0.03,29,0.99,0.46,12.4,cluster3,7
0.49,0.087,19,0.9948,0.44,9.4,cluster5,6
0.25,0.031,31,0.9922,0.33,12,cluster4,6
0.22,0.028,55,0.998,0.35,11.6,cluster1,5
0.35,0.069,15,0.9944,0.47,9.4,cluster2,5
0.35,0.069,15,0.9944,0.47,9.4,cluster2,5
0.19,0.053,48.5,0.9986,0.49,9.1,cluster3,7
0.19,0.053,48.5,0.9986,0.49,9.1,cluster3,7
0.19,0.053,48.5,0.9986,0.49,9.1,cluster3,7
0.19,0.053,48.5,0.9986,0.49,9.1,cluster3,7
0.19,0.053,48.5,0.9986,0.49,9.1,cluster3,7
0.32,0.042,11,0.996,0.37,9.2,cluster2,5
0.32,0.05,43,0.9999,0.54,9.2,cluster2,5
0.19,0.053,48.5,0.9986,0.49,9.1,cluster3,7
